script_id,strategy,repetition,turn,question,target_fact_id,agent_response,ground_truth
medical_01,baseline,3,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,baseline,3,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification prior to releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,baseline,3,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,baseline,3,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,baseline,3,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,baseline,4,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,baseline,4,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification prior to releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,baseline,4,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,baseline,4,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,baseline,4,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rolling_summary,0,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rolling_summary,0,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification are required before releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rolling_summary,0,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rolling_summary,0,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rolling_summary,0,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rolling_summary,1,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rolling_summary,1,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification are required before releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rolling_summary,1,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rolling_summary,1,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rolling_summary,1,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rolling_summary,2,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rolling_summary,2,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification prior to releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rolling_summary,2,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rolling_summary,2,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rolling_summary,2,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rolling_summary,3,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rolling_summary,3,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification before releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rolling_summary,3,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rolling_summary,3,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rolling_summary,3,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rolling_summary,4,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rolling_summary,4,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification before releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rolling_summary,4,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rolling_summary,4,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rolling_summary,4,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,hierarchical,0,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,hierarchical,0,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification before releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,hierarchical,0,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,hierarchical,0,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,hierarchical,0,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,hierarchical,1,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,hierarchical,1,10,What does the cardiology department require before releasing imaging records?,F4,"Patient consent verification, approval logging, dual verification, identity check, and secure transmission for cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,hierarchical,1,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,hierarchical,1,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,hierarchical,1,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,hierarchical,2,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,hierarchical,2,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification are required before releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,hierarchical,2,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,hierarchical,2,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,hierarchical,2,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,hierarchical,3,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,hierarchical,3,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification before releasing imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,hierarchical,3,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,hierarchical,3,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,hierarchical,3,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,hierarchical,4,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,hierarchical,4,10,What does the cardiology department require before releasing imaging records?,F4,"Patient authorization, identity verification, approval logging, and dual verification are required before releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,hierarchical,4,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,hierarchical,4,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,hierarchical,4,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rag,0,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rag,0,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification before releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rag,0,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rag,0,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rag,0,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rag,1,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rag,1,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification prior to releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rag,1,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rag,1,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rag,1,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know who is temporarily covering patient-disclosure approvals this month.,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rag,2,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rag,2,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification prior to releasing imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rag,2,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rag,2,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rag,2,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rag,3,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rag,3,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification prior to releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rag,3,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rag,3,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rag,3,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_01,rag,4,5,Where does the clinic store all patient consent forms?,F1,I don't know,"[""The clinic stores all patient consent forms in an encrypted SharePoint repository."", ""Encrypted SharePoint repository.""]"
medical_01,rag,4,10,What does the cardiology department require before releasing imaging records?,F4,"Identity verification, patient authorization review, approval logging, and dual verification prior to releasing cardiology imaging records.","[""The cardiology department requires dual verification before releasing imaging records."", ""Dual verification is required before cardiology imaging records are released.""]"
medical_01,rag,4,15,What export module did the clinic recently integrate?,F6,I don't know,"[""The clinic recently integrated a new Epic EHR export module."", ""A new Epic EHR export module was recently integrated.""]"
medical_01,rag,4,20,What is the updated retention period for signed consent forms?,F8,I don't know,"[""The retention period for signed consent forms was updated from five years to seven years."", ""Seven years.""]"
medical_01,rag,4,25,Who is temporarily covering patient-disclosure approvals this month?,F7,I don't know,"[""Dr. Malik is temporarily covering patient-disclosure approvals this month."", ""Dr. Malik.""]"
medical_02,baseline,0,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,baseline,0,10,Whose approval is required before behavioral health records are released?,F2,I don't know,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,baseline,0,15,What is required to share telehealth recordings externally?,F4,"Patient identity verification, consent confirmation, secure transmission, and documentation.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,baseline,0,20,Who is coordinating release-of-information requests during the director's leave?,F7,I don't know,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,baseline,0,25,What is the breach-notification review window now set to?,F8,I don't know,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,baseline,1,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,baseline,1,10,Whose approval is required before behavioral health records are released?,F2,Explicit consent is required before behavioral health records are released.,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,baseline,1,15,What is required to share telehealth recordings externally?,F4,"Explicit patient consent, secure transmission, and adherence to confidentiality policies are required to share telehealth recordings externally.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,baseline,1,20,Who is coordinating release-of-information requests during the director's leave?,F7,I don't know,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,baseline,1,25,What is the breach-notification review window now set to?,F8,The breach-notification review window was not specified in the conversation history.,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,baseline,2,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,baseline,2,10,Whose approval is required before behavioral health records are released?,F2,Documented patient consent is required before behavioral health records are released.,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,baseline,2,15,What is required to share telehealth recordings externally?,F4,"Verified patient identity, documented consent, secure transmission, and audit logging are required to share telehealth recordings externally.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,baseline,2,20,Who is coordinating release-of-information requests during the director's leave?,F7,I don't know,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,baseline,2,25,What is the breach-notification review window now set to?,F8,The breach-notification review window is revised but the exact timeframe is not specified in the conversation history.,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,baseline,3,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,baseline,3,10,Whose approval is required before behavioral health records are released?,F2,I don't know,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,baseline,3,15,What is required to share telehealth recordings externally?,F4,"Verification, consent, secure transmission, and documented approvals are required to share telehealth recordings externally.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,baseline,3,20,Who is coordinating release-of-information requests during the director's leave?,F7,I don't know,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,baseline,3,25,What is the breach-notification review window now set to?,F8,I don't know,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,baseline,4,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,baseline,4,10,Whose approval is required before behavioral health records are released?,F2,I don't know,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,baseline,4,15,What is required to share telehealth recordings externally?,F4,"Verify patient identity, confirm consent, document approvals, and ensure secure transmission of telehealth recordings.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,baseline,4,20,Who is coordinating release-of-information requests during the director's leave?,F7,I don't know,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,baseline,4,25,What is the breach-notification review window now set to?,F8,I don't know,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,rolling_summary,0,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,rolling_summary,0,10,Whose approval is required before behavioral health records are released?,F2,Patient consent approval is required before releasing behavioral health records.,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,rolling_summary,0,15,What is required to share telehealth recordings externally?,F4,"Verify patient identity, confirm consent, document approvals, and ensure secure transmission of telehealth recordings.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,rolling_summary,0,20,Who is coordinating release-of-information requests during the director's leave?,F7,I don't know,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,rolling_summary,0,25,What is the breach-notification review window now set to?,F8,I don't know,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,rolling_summary,1,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,rolling_summary,1,10,Whose approval is required before behavioral health records are released?,F2,Behavioral health records release requires strict consent verification and authorization workflow approvals.,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,rolling_summary,1,15,What is required to share telehealth recordings externally?,F4,"Identity verification, consent confirmation, approval documentation, secure transmission, and audit logging are required.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,rolling_summary,1,20,Who is coordinating release-of-information requests during the director's leave?,F7,Release-of-information coordinators are handling requests during the director's leave.,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,rolling_summary,1,25,What is the breach-notification review window now set to?,F8,I don't know,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,rolling_summary,2,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,rolling_summary,2,10,Whose approval is required before behavioral health records are released?,F2,Strict consent verification and adherence to privacy regulations are required before behavioral health records release.,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,rolling_summary,2,15,What is required to share telehealth recordings externally?,F4,"Verify patient identity, confirm consent, document approvals, ensure secure transmission of telehealth recordings.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,rolling_summary,2,20,Who is coordinating release-of-information requests during the director's leave?,F7,I don't know,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,rolling_summary,2,25,What is the breach-notification review window now set to?,F8,I don't know,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,rolling_summary,3,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,rolling_summary,3,10,Whose approval is required before behavioral health records are released?,F2,Strict consent verification and documented authorization according to patient-access policies are required before behavioral health records release.,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
medical_02,rolling_summary,3,15,What is required to share telehealth recordings externally?,F4,"Verify patient identity, confirm consent, document approvals, and ensure secure transmission of telehealth recordings.","[""Telehealth recordings cannot be shared externally without written patient consent."", ""Written patient consent is required.""]"
medical_02,rolling_summary,3,20,Who is coordinating release-of-information requests during the director's leave?,F7,I don't know,"[""Nurse Patel is coordinating release-of-information requests during the director's leave."", ""Nurse Patel.""]"
medical_02,rolling_summary,3,25,What is the breach-notification review window now set to?,F8,I don't know,"[""The legal department changed the breach-notification review window from 72 hours to 48 hours."", ""48 hours.""]"
medical_02,rolling_summary,4,5,Where are all patient access logs archived?,F1,I don't know,"[""All patient access logs are archived in a secure AWS environment with quarterly backups."", ""A secure AWS environment with quarterly backups.""]"
medical_02,rolling_summary,4,10,Whose approval is required before behavioral health records are released?,F2,Strict consent documentation and patient authorization approval are required before releasing behavioral health records.,"[""Behavioral health records require approval from both the privacy office and the treating psychiatrist before release."", ""Approval from the privacy office and the treating psychiatrist.""]"
